File Name,Root Directory,File Size (MB),File Size (GB)
Y:\Library\TV NAS\Tosh.O\Season 2\Tosh.0 - S02E22 - Double Rainbow Guy - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 2,0,0
Y:\Library\TV NAS\Tosh.O\Season 2\Tosh.0 - S02E23 - “I Like Turtles” Kid - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 2,0,0
Y:\Library\TV NAS\Tosh.O\Season 2\Tosh.0 - S02E24 - Reporter Who Can't Break Glass - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 2,0,0
Y:\Library\TV NAS\Tosh.O\Season 2\Tosh.0 - S02E25 - Perfect Internet Video - [x264-Bluray-1080p AC3-5.1]aAF.mkv,Y:\Library\TV NAS\Tosh.O\Season 2,0,0
Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E01 - Antoine Dodson - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv,Y:\Library\TV NAS\Tosh.O\Season 3,0,0
Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E02 - Brian Atene - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv,Y:\Library\TV NAS\Tosh.O\Season 3,0,0
Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E03 - Ice Cream Truck Guy - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv,Y:\Library\TV NAS\Tosh.O\Season 3,0,0
Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E04 - National Anthem Fail Girl - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv,Y:\Library\TV NAS\Tosh.O\Season 3,0,0
Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E05 - Evolution of Dance Guy - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv,Y:\Library\TV NAS\Tosh.O\Season 3,0,0
Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E06 - Crying Wrestling Fan - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv,Y:\Library\TV NAS\Tosh.O\Season 3,0,0
Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E07 - The Hurdle Girls - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv,Y:\Library\TV NAS\Tosh.O\Season 3,0,0
Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E08 - Foul Ball Couple - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv,Y:\Library\TV NAS\Tosh.O\Season 3,0,0
Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E09 - Phil Davison - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv,Y:\Library\TV NAS\Tosh.O\Season 3,0,0
Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E10 - Board Breaker - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv,Y:\Library\TV NAS\Tosh.O\Season 3,0,0
Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E11 - Tay Zonday - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv,Y:\Library\TV NAS\Tosh.O\Season 3,0,0
Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E12 - Boom Goes the Dynamite Guy - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv,Y:\Library\TV NAS\Tosh.O\Season 3,0,0
Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E13 - The Naked Wizard - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv,Y:\Library\TV NAS\Tosh.O\Season 3,0,0
Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E14 - Bug in Mouth Reporter - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv,Y:\Library\TV NAS\Tosh.O\Season 3,0,0
Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E15 - Cheerleader Fail Girls - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv,Y:\Library\TV NAS\Tosh.O\Season 3,0,0
Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E16 - Heavy Metal Club - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv,Y:\Library\TV NAS\Tosh.O\Season 3,0,0
Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E17 - The Kid Who Farted on the Bus - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv,Y:\Library\TV NAS\Tosh.O\Season 3,0,0
Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E18 - Phillies Taser Kid - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv,Y:\Library\TV NAS\Tosh.O\Season 3,0,0
Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E19 - Drunk Knockout - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv,Y:\Library\TV NAS\Tosh.O\Season 3,0,0
"Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E20 - The $150,000 Tosh.0 Marathon - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv",Y:\Library\TV NAS\Tosh.O\Season 3,0,0
Y:\Library\TV NAS\Tosh.O\Season 3\Tosh.0 - S03E21 - Leprechaun in Mobile - [x264-Bluray-1080p AC3-5.1]YELLOWBiRD.mkv,Y:\Library\TV NAS\Tosh.O\Season 3,0,0
Y:\Library\TV NAS\Undertaker The Last Ride\Season 1\Undertaker The Last Ride - 1x02 - Chapter 2 The Redemption.mkv,Y:\Library\TV NAS\Undertaker The Last Ride\Season 1,1436.18,1.4
Y:\Library\TV NAS\Undertaker The Last Ride\Season 1\Undertaker The Last Ride - 1x03 - Chapter 3 End of an Era.mkv,Y:\Library\TV NAS\Undertaker The Last Ride\Season 1,2928.44,2.86
Y:\Library\Anime NAS\Blue Lock\Specials\Blue Lock Movie - Episode Nagi.mkv,Y:\Library\Anime NAS\Blue Lock\Specials,1494.63,1.46
Y:\Library\Anime NAS\Eden of the East\Specials\[bonkai77].Eden.of.the.East.The.King.of.Eden.[BD.1080p.Dual-Audio.x265.HEVC.10bit].mkv,Y:\Library\Anime NAS\Eden of the East\Specials,0,0
Y:\Library\Anime NAS\Heaven's Lost Property\Heaaven's Lost Property\Heaven's Lost Property - 1x13 - Heaven's Lost Property.mkv,Y:\Library\Anime NAS\Heaven's Lost Property\Heaaven's Lost Property,1577.78,1.54
Y:\Library\Anime NAS\Initial D\Season 0\Initial D - S00E03Third Stage (1080P)   [Darkdream].mkv,Y:\Library\Anime NAS\Initial D\Season 0,0,0
Y:\Library\Anime NAS\JoJo's Bizarre Adventure (2012)\Season 6\JoJos.Bizarre.Adventure.S06E01.STEEL.BALL.RUN.1080p.NF.WEB-DL.DUAL.AAC2.0.H.264.MSubs-ToonsHub.mkv,Y:\Library\Anime NAS\JoJo's Bizarre Adventure (2012)\Season 6,1781.21,1.74
Y:\Library\Anime NAS\Odd Taxi\Specials\[ASW] Odd Taxi - In the Woods S00 Ep01 [1080p HEVC][CBB7F650].mkv,Y:\Library\Anime NAS\Odd Taxi\Specials,0,0
"Y:\Library\Anime NAS\Otaku No Video\Otaku No Video - 01 (BDRip 1406x1060p x265 HEVC FLAC, AC3x3 2.0x4)[sxales].mkv",Y:\Library\Anime NAS\Otaku No Video,0,0
"Y:\Library\Anime NAS\Otaku No Video\Otaku No Video - 02 END (BDRip 1520x1080p x265 HEVC FLAC, AC3x3 2.0x4)[sxales].mkv",Y:\Library\Anime NAS\Otaku No Video,0,0
Y:\Library\Anime NAS\Blue Archive the Animation\Season 1\[Kaleido-subs] Blue Archive the Animation - S01E08 - (WEB 1080p HEVC x265 10-bit E-AC3 2.0) [A5674D39].mkv,Y:\Library\Anime NAS\Blue Archive the Animation\Season 1,0,0
Y:\Library\Anime NAS\Blue Archive the Animation\Season 1\[Kaleido-subs] Blue Archive the Animation - S01E09 - (WEB 1080p HEVC x265 10-bit E-AC3 2.0) [C6C9D1E0].mkv,Y:\Library\Anime NAS\Blue Archive the Animation\Season 1,0,0
Y:\Library\Anime NAS\Blue Archive the Animation\Season 1\[Kaleido-subs] Blue Archive the Animation - S01E10 - (WEB 1080p HEVC x265 10-bit E-AC3 2.0) [C077087E].mkv,Y:\Library\Anime NAS\Blue Archive the Animation\Season 1,0,0
Y:\Library\Anime NAS\Boukyaku Battery\Season 1\[SubsPlease] Boukyaku Battery - 04 (1080p) [561EEE4A].mkv,Y:\Library\Anime NAS\Boukyaku Battery\Season 1,0,0
Y:\Library\Anime NAS\Boukyaku Battery\Season 1\[SubsPlease] Boukyaku Battery - 08 (1080p) [7C891403].mkv,Y:\Library\Anime NAS\Boukyaku Battery\Season 1,0,0
Y:\Library\Anime NAS\Boukyaku Battery\Season 1\[SubsPlease] Boukyaku Battery - 09 (1080p) [0B730EA1].mkv,Y:\Library\Anime NAS\Boukyaku Battery\Season 1,0,0
Y:\Library\Anime NAS\Boukyaku Battery\Season 1\[SubsPlease] Boukyaku Battery - 10 (1080p) [4981EC71].mkv,Y:\Library\Anime NAS\Boukyaku Battery\Season 1,0,0
Y:\Library\Anime NAS\Boukyaku Battery\Season 1\[SubsPlease] Boukyaku Battery - 11 (1080p) [DF9F21ED].mkv,Y:\Library\Anime NAS\Boukyaku Battery\Season 1,0,0
Y:\Library\Anime NAS\Boukyaku Battery\Season 1\[SubsPlease] Boukyaku Battery - 12 (1080p) [105FAF0F].mkv,Y:\Library\Anime NAS\Boukyaku Battery\Season 1,0,0
Y:\Library\Anime NAS\Solo Camping for Two (2025)\Season 1\[Erai-raws] Futari Solo Camp - 01 [1080p CR WEB-DL AVC AAC][MultiSub][77D88329].mkv,Y:\Library\Anime NAS\Solo Camping for Two (2025)\Season 1,0,0
"Y:\Library\Anime NAS\Demon Slayer\Season 4\Demon Slayer S03E11 A Connected Bond Daybreak and First Light.mkv","Y:\Library\Anime NAS\Demon Slayer\Season 4","1043.76","1.02"
"Y:\Library\Anime NAS\Pluto\Season 1\PLUTO.S01E08.Episode.8.1080p.NF.WEB-DL.DDP5.1.HEVC-Saon.mkv","Y:\Library\Anime NAS\Pluto\Season 1","1197.25","1.17"
"Y:\Library\TV NAS\1923 (2022)\Season 1\1923.S01E05.1080p.10bit.WEBRip.6CH.x265.HEVC-PSA.mkv","Y:\Library\TV NAS\1923 (2022)\Season 1","1063.72","1.04"
"Y:\Library\TV NAS\1923 (2022)\Season 2\1923.S02E07.1080p.HEVC.x265-MeGusta.mkv","Y:\Library\TV NAS\1923 (2022)\Season 2","1195.64","1.17"
"Y:\Library\TV NAS\Future Diary\Future Diary Another World - 1x01 - I finally got to see you.mkv","Y:\Library\TV NAS\Future Diary","1219.78","1.19"
"Y:\Library\TV NAS\Hijack (2023)\Season 1\Hijack.S01E07.Brace.Brace.Brace.1080p.WEBRip.DDP.5.1.x265.10bit.RED.mkv","Y:\Library\TV NAS\Hijack (2023)\Season 1","1147.21","1.12"
"Y:\Library\TV NAS\Mr.Bean\Mr. Bean - 1x06 - Mr. Bean Rides Again.mkv","Y:\Library\TV NAS\Mr.Bean","1080.97","1.06"
"Y:\Library\TV NAS\Mr.Bean\Mr. Bean - 1x10 - Mind the Baby, Mr. Bean.mkv","Y:\Library\TV NAS\Mr.Bean","1161.84","1.13"
"Y:\Library\TV NAS\Poker Face\Season 2\Poker.Face.2023.S02E01.1080p.10bit.WEBRip.6CH.x265.HEVC-PSA.mkv","Y:\Library\TV NAS\Poker Face\Season 2","1034.98","1.01"
"Y:\Library\TV NAS\Sherlock\Sherlock S04 WEBRip EAC3 5 1 1080p x265-iVy\Sherlock.S04E03.The.Final.Problem.EAC3.5.1.1080p.WEBRip.x265-iVy.mkv","Y:\Library\TV NAS\Sherlock\Sherlock S04 WEBRip EAC3 5 1 1080p x265-iVy","1059.91","1.04"
"Y:\Library\TV NAS\Snowfall (2017)\Snowfall (2017) S06 1080p WEBRip 10bit EAC3 5 1 x265-iVy\Snowfall.S06E10.The.Struggle.1080p.WEBRip.10bit.EAC3.5.1.x265-iVy.mkv","Y:\Library\TV NAS\Snowfall (2017)\Snowfall (2017) S06 1080p WEBRip 10bit EAC3 5 1 x265-iVy","1154.92","1.13"
"Y:\Library\TV NAS\Succession\Season 04\Succession.S04E10.With.Open.Eyes.1080p.10bit.WEBRip.6CH.x265.HEVC-PSA.mkv","Y:\Library\TV NAS\Succession\Season 04","1112.82","1.09"
"Y:\Library\TV NAS\Succession\Season 2\Succession S02E10 1080p This Is Not for Tears WEBRip 6CH HEVC X265-RMTEAM.mkv","Y:\Library\TV NAS\Succession\Season 2","1090.95","1.07"
"Y:\Library\TV NAS\The Bear (2022)\Season 4\The.Bear.S04E07.1080p.10bit.WEBRip.6CH.x265.HEVC-PSA.mkv","Y:\Library\TV NAS\The Bear (2022)\Season 4","1061.74","1.04"
